CDR2,TRBV07-2_04,TRBV20-1_06,TRBV07-9_02,TRBV05-6_01,TRBV24-1_01,TRBV29_OR9-2_01,TRBV12-4_02,TRBV07-6_02,TRBV20-1_03,TRBV04-1_02,TRBV19_01,TRBV10-3_01,TRBV06-6_04,TRBV06-8_01,TRBV07-3_02,TRBV12-3_01,TRBV07-9_01,TRBV17_01,TRBV14_01,TRBV20-1_01,TRBV29-1_01,TRBV04-3_02,TRBV05-4_01,TRBV05-1_01,TRBV30_05,TRBV29-1_02,TRBV25-1_01,TRBV11-2_01,TRBV05-4_03,TRBV05-1_02,TRBV05-5_02,TRBV06-7_01,TRBV07-7_01,TRBV04-3_01,TRBV05-3_02,TRBV20-1_05,TRBV13_01,TRBV02_01,TRBV21_OR9-2_01,TRBV02_02,TRBV30_04,TRBV30_02,TRBV07-3_05,TRBV20_OR9-2_02,TRBV06-2_01,TRBV07-2_03,TRBV06-6_01,TRBV11-3_04,TRBV06-4_02,TRBV10-2_02,TRBV19_02,TRBV07-9_04,TRBV11-2_02,TRBV18_01,TRBV20_OR9-2_01,TRBV15_01,TRBV11-3_02,TRBV07-9_07,TRBV05-5_03,TRBV10-2_01,TRBV03-1_02,TRBV11-2_03,TRBV09_01,TRBV07-7_02,TRBV12-4_01,TRBV06-1_01,TRBV06-3_01,TRBV29-1_03,TRBV04-1_01,TRBV06-5_01,TRBV10-1_01,TRBV06-4_01,TRBV09_03,TRBV07-8_01,TRBV28_01,TRBV07-3_04,TRBV07-9_03,TRBV07-3_03,TRBV24_OR9-2_01,TRBV16_01,TRBV10-1_02,TRBV07-3_01,TRBV07-2_01,TRBV02_03,TRBV17_02,TRBV07-9_06,TRBV15_02,TRBV19_03,TRBV05-3_01,TRBV20-1_02,TRBV05-5_01,TRBV11-1_01,TRBV27_01,TRBV14_02,TRBV20-1_04,TRBV30_01,TRBV06-6_02,TRBV29_OR9-2_02,TRBV06-6_03,TRBV05-7_01,TRBV07-6_01,TRBV12-5_01,TRBV13_02,TRBV04-3_03,TRBV07-2_02,TRBV23-1_01,TRBV20_OR9-2_03,TRBV04-2_02,TRBV07-4_01,TRBV06-9_01,TRBV05-4_02,TRBV05-8_02,TRBV07-9_05,TRBV20-1_07,TRBV06-6_05,TRBV11-3_01,TRBV24-1_02,TRBV05-8_01,TRBV04-2_01,TRBV04-3_04,TRBV10-3_02,TRBV11-3_03,TRBV07-8_02,TRBV15_03,TRBV09_02,TRBV03-1_01,TRBV05-4_04,TRBV07-1_01,TRBV07-8_03,TRBV16_03
TRBV14_02,0.50,1.88,0.38,2.44,1.73,1.88,0.54,0.35,1.88,0.50,1.72,1.73,1.69,1.76,0.17,0.54,0.38,0.50,0.00,1.88,1.88,0.50,0.66,0.55,1.76,1.88,1.78,0.25,0.66,0.55,0.66,1.72,0.50,0.50,0.80,1.88,0.52,0.88,0.29,0.88,1.76,1.76,0.17,1.88,1.77,0.50,1.69,0.25,1.63,1.73,1.72,0.38,0.25,0.50,1.88,1.77,0.25,0.38,0.66,1.73,0.50,0.22,0.41,0.50,0.54,1.66,1.77,1.88,0.50,1.72,1.73,1.63,0.41,0.35,1.70,0.17,0.38,0.17,1.73,0.29,1.73,0.17,0.50,0.88,0.50,0.38,0.66,1.72,0.80,1.88,0.66,0.25,1.68,0.00,1.88,1.76,1.69,1.88,1.69,0.66,0.35,0.54,0.52,0.50,0.50,0.29,1.88,0.50,0.50,1.72,0.66,0.57,0.38,1.88,1.69,0.25,1.73,0.57,0.50,0.50,1.73,0.25,0.35,0.66,0.40,0.50,0.66,0.50,2.92,2.92
TRBV20-1_04,2.12,0.00,1.89,2.92,1.82,0.00,2.16,1.57,0.00,2.00,1.81,1.82,1.75,1.76,1.90,2.16,1.89,2.12,1.88,0.00,0.00,2.00,2.02,2.04,1.76,0.00,1.65,1.91,2.02,2.04,2.02,1.73,2.12,2.00,2.17,0.00,1.98,1.55,1.92,1.55,1.76,1.76,1.90,0.00,1.69,2.12,1.75,1.91,1.76,1.82,1.81,1.89,1.91,2.12,0.00,1.79,1.91,1.89,2.02,1.82,2.00,1.47,1.88,2.12,2.16,1.77,1.69,0.00,2.00,1.73,1.82,1.76,1.88,1.91,1.82,1.90,1.89,1.90,1.82,1.92,1.82,1.90,2.12,1.55,2.12,1.89,2.02,1.81,2.17,0.00,2.02,1.91,1.83,1.88,0.00,1.76,1.75,0.00,1.75,2.02,1.57,2.16,1.98,2.00,2.12,1.92,0.00,2.00,2.12,1.73,2.02,1.96,1.89,0.00,1.75,1.91,1.82,1.96,2.00,2.00,1.82,1.91,1.91,2.02,1.88,2.00,2.02,2.12,2.92,2.92
TRBV30_01,1.80,1.76,1.77,2.65,0.30,1.76,1.90,1.53,1.76,1.85,0.47,0.30,0.26,0.00,1.77,1.90,1.77,1.80,1.76,1.76,1.76,1.85,1.89,1.88,0.00,1.76,0.40,1.76,1.89,1.88,1.89,0.32,1.80,1.85,1.87,1.76,1.87,1.73,1.78,1.73,0.00,0.00,1.77,1.76,0.48,1.80,0.26,1.76,0.43,0.30,0.47,1.77,1.76,1.80,1.76,0.34,1.76,1.77,1.89,0.30,1.85,1.55,1.77,1.80,1.90,0.30,0.48,1.76,1.85,0.32,0.30,0.43,1.77,1.79,0.29,1.77,1.77,1.77,0.30,1.78,0.30,1.77,1.80,1.73,1.80,1.77,1.89,0.47,1.87,1.76,1.89,1.76,0.22,1.76,1.76,0.00,0.26,1.76,0.26,1.89,1.53,1.90,1.87,1.85,1.80,1.78,1.76,1.85,1.80,0.32,1.89,1.88,1.77,1.76,0.26,1.76,0.30,1.88,1.85,1.85,0.30,1.76,1.79,1.89,1.81,1.85,1.89,1.80,2.92,2.92
TRBV06-6_02,1.77,1.75,1.73,2.72,0.27,1.75,1.83,1.50,1.75,1.78,0.34,0.27,0.00,0.26,1.71,1.83,1.73,1.77,1.69,1.75,1.75,1.78,1.85,1.84,0.26,1.75,0.50,1.69,1.85,1.84,1.85,0.17,1.77,1.78,1.85,1.75,1.82,1.73,1.72,1.73,0.26,0.26,1.71,1.75,0.30,1.77,0.00,1.69,0.22,0.27,0.34,1.73,1.69,1.77,1.75,0.29,1.69,1.73,1.85,0.27,1.78,1.51,1.71,1.77,1.83,0.14,0.30,1.75,1.78,0.17,0.27,0.22,1.71,1.75,0.34,1.71,1.73,1.71,0.27,1.72,0.27,1.71,1.77,1.73,1.77,1.73,1.85,0.34,1.85,1.75,1.85,1.69,0.25,1.69,1.75,0.26,0.00,1.75,0.00,1.85,1.50,1.83,1.82,1.78,1.77,1.72,1.75,1.78,1.77,0.17,1.85,1.85,1.73,1.75,0.00,1.69,0.27,1.85,1.78,1.78,0.27,1.69,1.75,1.85,1.76,1.78,1.85,1.77,2.92,2.92
TRBV29_OR9-2_02,2.12,0.00,1.89,2.92,1.82,0.00,2.16,1.57,0.00,2.00,1.81,1.82,1.75,1.76,1.90,2.16,1.89,2.12,1.88,0.00,0.00,2.00,2.02,2.04,1.76,0.00,1.65,1.91,2.02,2.04,2.02,1.73,2.12,2.00,2.17,0.00,1.98,1.55,1.92,1.55,1.76,1.76,1.90,0.00,1.69,2.12,1.75,1.91,1.76,1.82,1.81,1.89,1.91,2.12,0.00,1.80,1.91,1.89,2.02,1.82,2.00,1.47,1.88,2.12,2.16,1.77,1.69,0.00,2.00,1.73,1.82,1.76,1.88,1.91,1.82,1.90,1.89,1.90,1.82,1.92,1.82,1.90,2.12,1.55,2.12,1.89,2.02,1.81,2.17,0.00,2.02,1.91,1.83,1.88,0.00,1.76,1.75,0.00,1.75,2.02,1.57,2.16,1.98,2.00,2.12,1.92,0.00,2.00,2.12,1.73,2.02,1.96,1.89,0.00,1.75,1.91,1.82,1.96,2.00,2.00,1.82,1.91,1.91,2.02,1.88,2.00,2.02,2.12,2.92,2.92
TRBV06-6_03,1.77,1.75,1.73,2.72,0.27,1.75,1.83,1.50,1.75,1.78,0.34,0.27,0.00,0.26,1.71,1.83,1.73,1.77,1.69,1.75,1.75,1.78,1.85,1.84,0.26,1.75,0.50,1.69,1.85,1.84,1.85,0.17,1.77,1.78,1.85,1.75,1.82,1.73,1.72,1.73,0.26,0.26,1.71,1.75,0.30,1.77,0.00,1.69,0.22,0.27,0.34,1.73,1.69,1.77,1.75,0.29,1.69,1.73,1.85,0.27,1.78,1.51,1.71,1.77,1.83,0.14,0.30,1.75,1.78,0.17,0.27,0.22,1.71,1.75,0.34,1.71,1.73,1.71,0.27,1.72,0.27,1.71,1.77,1.73,1.77,1.73,1.85,0.34,1.85,1.75,1.85,1.69,0.25,1.69,1.75,0.26,0.00,1.75,0.00,1.85,1.50,1.83,1.82,1.78,1.77,1.72,1.75,1.78,1.77,0.17,1.85,1.85,1.73,1.75,0.00,1.69,0.27,1.85,1.78,1.78,0.27,1.69,1.75,1.85,1.76,1.78,1.85,1.77,2.92,2.92
TRBV05-7_01,0.74,2.02,0.74,2.65,1.89,2.02,0.65,0.66,2.02,0.34,1.82,1.89,1.85,1.89,0.63,0.65,0.74,0.74,0.66,2.02,2.02,0.34,0.00,0.28,1.89,2.02,1.95,0.70,0.00,0.28,0.00,1.89,0.74,0.34,0.43,2.02,0.42,0.29,0.57,0.29,1.89,1.89,0.63,2.02,1.94,0.74,1.85,0.70,1.76,1.89,1.82,0.74,0.70,0.74,2.02,1.93,0.70,0.74,0.00,1.89,0.34,0.67,0.41,0.74,0.65,1.81,1.94,2.02,0.34,1.89,1.89,1.76,0.41,0.79,1.79,0.63,0.74,0.63,1.89,0.57,1.89,0.63,0.74,0.29,0.74,0.74,0.00,1.82,0.43,2.02,0.00,0.70,1.84,0.66,2.02,1.89,1.85,2.02,1.85,0.00,0.66,0.65,0.42,0.34,0.74,0.57,2.02,0.34,0.74,1.89,0.00,0.24,0.74,2.02,1.85,0.70,1.89,0.24,0.34,0.34,1.89,0.70,0.79,0.00,0.43,0.34,0.00,0.74,2.92,2.92
TRBV07-6_01,0.00,1.57,0.32,2.39,1.55,1.57,0.44,0.00,1.57,0.51,1.59,1.55,1.50,1.53,0.27,0.44,0.32,0.00,0.35,1.57,1.57,0.51,0.66,0.46,1.53,1.57,1.35,0.24,0.66,0.46,0.66,1.60,0.00,0.51,0.66,1.57,0.50,0.79,0.22,0.79,1.53,1.53,0.27,1.57,1.56,0.00,1.50,0.24,1.49,1.55,1.59,0.32,0.24,0.00,1.57,1.60,0.24,0.32,0.66,1.55,0.51,0.24,0.43,0.00,0.44,1.52,1.56,1.57,0.51,1.60,1.55,1.49,0.43,0.34,1.56,0.27,0.32,0.27,1.55,0.22,1.55,0.27,0.00,0.79,0.00,0.32,0.66,1.59,0.66,1.57,0.66,0.24,1.55,0.35,1.57,1.53,1.50,1.57,1.50,0.66,0.00,0.44,0.50,0.51,0.00,0.22,1.57,0.51,0.00,1.60,0.66,0.54,0.32,1.57,1.50,0.24,1.55,0.54,0.51,0.51,1.55,0.24,0.34,0.66,0.39,0.51,0.66,0.00,2.92,2.92
TRBV12-5_01,0.50,2.16,0.47,2.46,1.88,2.16,0.00,0.44,2.16,0.40,1.85,1.88,1.83,1.90,0.49,0.00,0.47,0.50,0.54,2.16,2.16,0.40,0.65,0.45,1.90,2.16,1.90,0.48,0.65,0.45,0.65,1.88,0.50,0.40,0.58,2.16,0.36,0.80,0.42,0.80,1.90,1.90,0.49,2.16,1.91,0.50,1.83,0.48,1.75,1.88,1.85,0.47,0.48,0.50,2.16,1.94,0.48,0.47,0.65,1.88,0.40,0.48,0.50,0.50,0.00,1.80,1.91,2.16,0.40,1.88,1.88,1.75,0.50,0.55,1.82,0.49,0.47,0.49,1.88,0.42,1.88,0.49,0.50,0.80,0.50,0.47,0.65,1.85,0.58,2.16,0.65,0.48,1.82,0.54,2.16,1.90,1.83,2.16,1.83,0.65,0.44,0.00,0.36,0.40,0.50,0.42,2.16,0.40,0.50,1.88,0.65,0.54,0.47,2.16,1.83,0.48,1.88,0.54,0.40,0.40,1.88,0.48,0.55,0.65,0.45,0.40,0.65,0.50,2.92,2.92
TRBV13_02,0.56,1.98,0.50,2.51,1.88,1.98,0.36,0.50,1.98,0.25,1.81,1.88,1.82,1.87,0.50,0.36,0.50,0.56,0.52,1.98,1.98,0.25,0.42,0.28,1.87,1.98,1.89,0.50,0.42,0.28,0.42,1.87,0.56,0.25,0.47,1.98,0.00,0.52,0.38,0.52,1.87,1.87,0.50,1.98,1.90,0.56,1.82,0.50,1.74,1.88,1.81,0.50,0.50,0.56,1.98,1.92,0.50,0.50,0.42,1.88,0.25,0.50,0.34,0.56,0.36,1.79,1.90,1.98,0.25,1.87,1.88,1.74,0.34,0.58,1.78,0.50,0.50,0.50,1.88,0.38,1.88,0.50,0.56,0.52,0.56,0.50,0.42,1.81,0.47,1.98,0.42,0.50,1.81,0.52,1.98,1.87,1.82,1.98,1.82,0.42,0.50,0.36,0.00,0.25,0.56,0.38,1.98,0.25,0.56,1.87,0.42,0.29,0.50,1.98,1.82,0.50,1.88,0.29,0.25,0.25,1.88,0.50,0.58,0.42,0.31,0.25,0.42,0.56,2.92,2.92
TRBV04-3_03,0.66,2.00,0.60,2.56,1.83,2.00,0.40,0.51,2.00,0.00,1.76,1.83,1.78,1.85,0.47,0.40,0.60,0.66,0.50,2.00,2.00,0.00,0.34,0.31,1.85,2.00,1.90,0.49,0.34,0.31,0.34,1.82,0.66,0.00,0.54,2.00,0.25,0.53,0.41,0.53,1.85,1.85,0.47,2.00,1.86,0.66,1.78,0.49,1.68,1.83,1.76,0.60,0.49,0.66,2.00,1.87,0.49,0.60,0.34,1.83,0.00,0.50,0.29,0.66,0.40,1.74,1.86,2.00,0.00,1.82,1.83,1.68,0.29,0.67,1.76,0.47,0.60,0.47,1.83,0.41,1.83,0.47,0.66,0.53,0.66,0.60,0.34,1.76,0.54,2.00,0.34,0.49,1.78,0.50,2.00,1.85,1.78,2.00,1.78,0.34,0.51,0.40,0.25,0.00,0.66,0.41,2.00,0.00,0.66,1.82,0.34,0.32,0.60,2.00,1.78,0.49,1.83,0.32,0.00,0.00,1.83,0.49,0.67,0.34,0.31,0.00,0.34,0.66,2.92,2.92
TRBV07-2_02,0.00,2.12,0.36,2.39,1.80,2.12,0.50,0.00,2.12,0.66,1.81,1.80,1.77,1.80,0.49,0.50,0.36,0.00,0.50,2.12,2.12,0.66,0.74,0.53,1.80,2.12,1.79,0.51,0.74,0.53,0.74,1.81,0.00,0.66,0.63,2.12,0.56,0.79,0.42,0.79,1.80,1.80,0.49,2.12,1.86,0.00,1.77,0.51,1.71,1.80,1.81,0.36,0.51,0.00,2.12,1.88,0.51,0.36,0.74,1.80,0.66,0.24,0.62,0.00,0.50,1.74,1.86,2.12,0.66,1.81,1.80,1.71,0.62,0.37,1.73,0.49,0.36,0.49,1.80,0.42,1.80,0.49,0.00,0.79,0.00,0.36,0.74,1.81,0.63,2.12,0.74,0.51,1.74,0.50,2.12,1.80,1.77,2.12,1.77,0.74,0.00,0.50,0.56,0.66,0.00,0.42,2.12,0.66,0.00,1.81,0.74,0.60,0.36,2.12,1.77,0.51,1.80,0.60,0.66,0.66,1.80,0.51,0.37,0.74,0.54,0.66,0.74,0.00,2.92,2.92
TRBV23-1_01,0.42,1.92,0.33,2.49,1.76,1.92,0.42,0.22,1.92,0.42,1.75,1.76,1.72,1.78,0.21,0.42,0.33,0.42,0.29,1.92,1.92,0.41,0.57,0.40,1.78,1.92,1.78,0.21,0.57,0.40,0.57,1.77,0.42,0.41,0.62,1.92,0.38,0.70,0.00,0.70,1.78,1.78,0.21,1.92,1.81,0.42,1.72,0.21,1.66,1.76,1.75,0.33,0.21,0.42,1.92,1.81,0.21,0.33,0.57,1.76,0.41,0.20,0.35,0.42,0.42,1.69,1.81,1.92,0.42,1.77,1.76,1.66,0.35,0.37,1.71,0.21,0.33,0.21,1.76,0.00,1.76,0.21,0.42,0.70,0.42,0.33,0.57,1.75,0.62,1.92,0.57,0.21,1.72,0.29,1.92,1.78,1.72,1.92,1.72,0.57,0.22,0.42,0.38,0.41,0.42,0.00,1.92,0.41,0.42,1.77,0.57,0.44,0.33,1.92,1.72,0.21,1.76,0.44,0.41,0.41,1.76,0.21,0.37,0.57,0.26,0.41,0.57,0.42,2.92,2.92
TRBV20_OR9-2_03,2.12,0.00,1.89,2.92,1.82,0.00,2.16,1.57,0.00,2.00,1.81,1.82,1.75,1.76,1.90,2.16,1.89,2.12,1.88,0.00,0.00,2.00,2.02,2.04,1.76,0.00,1.65,1.91,2.02,2.04,2.02,1.73,2.12,2.00,2.17,0.00,1.98,1.55,1.92,1.55,1.76,1.76,1.90,0.00,1.69,2.12,1.75,1.91,1.76,1.82,1.81,1.89,1.91,2.12,0.00,1.80,1.91,1.89,2.02,1.82,2.00,1.47,1.88,2.12,2.16,1.77,1.69,0.00,2.00,1.73,1.82,1.76,1.88,1.91,1.82,1.90,1.89,1.90,1.82,1.92,1.82,1.90,2.12,1.55,2.12,1.89,2.02,1.81,2.17,0.00,2.02,1.91,1.83,1.88,0.00,1.76,1.75,0.00,1.75,2.02,1.57,2.16,1.98,2.00,2.12,1.92,0.00,2.00,2.12,1.73,2.02,1.96,1.89,0.00,1.75,1.91,1.82,1.96,2.00,2.00,1.82,1.91,1.91,2.02,1.88,2.00,2.02,2.12,2.92,2.92
TRBV04-2_02,0.66,2.00,0.60,2.56,1.83,2.00,0.40,0.51,2.00,0.00,1.76,1.83,1.78,1.85,0.47,0.40,0.60,0.66,0.50,2.00,2.00,0.00,0.34,0.31,1.85,2.00,1.90,0.49,0.34,0.31,0.34,1.82,0.66,0.00,0.54,2.00,0.25,0.53,0.41,0.53,1.85,1.85,0.47,2.00,1.86,0.66,1.78,0.49,1.68,1.83,1.76,0.60,0.49,0.66,2.00,1.87,0.49,0.60,0.34,1.83,0.00,0.50,0.29,0.66,0.40,1.74,1.86,2.00,0.00,1.82,1.83,1.68,0.29,0.67,1.76,0.47,0.60,0.47,1.83,0.41,1.83,0.47,0.66,0.53,0.66,0.60,0.34,1.76,0.54,2.00,0.34,0.49,1.78,0.50,2.00,1.85,1.78,2.00,1.78,0.34,0.51,0.40,0.25,0.00,0.66,0.41,2.00,0.00,0.66,1.82,0.34,0.32,0.60,2.00,1.78,0.49,1.83,0.32,0.00,0.00,1.83,0.49,0.67,0.34,0.31,0.00,0.34,0.66,2.92,2.92
TRBV07-4_01,0.00,2.12,0.36,2.39,1.80,2.12,0.50,0.00,2.12,0.66,1.81,1.80,1.77,1.80,0.49,0.50,0.36,0.00,0.50,2.12,2.12,0.66,0.74,0.53,1.80,2.12,1.79,0.51,0.74,0.53,0.74,1.81,0.00,0.66,0.63,2.12,0.56,0.79,0.42,0.79,1.80,1.80,0.49,2.12,1.86,0.00,1.77,0.51,1.71,1.80,1.81,0.36,0.51,0.00,2.12,1.88,0.51,0.36,0.74,1.80,0.66,0.24,0.62,0.00,0.50,1.74,1.86,2.12,0.66,1.81,1.80,1.71,0.62,0.37,1.73,0.49,0.36,0.49,1.80,0.42,1.80,0.49,0.00,0.79,0.00,0.36,0.74,1.81,0.63,2.12,0.74,0.51,1.74,0.50,2.12,1.80,1.77,2.12,1.77,0.74,0.00,0.50,0.56,0.66,0.00,0.42,2.12,0.66,0.00,1.81,0.74,0.60,0.36,2.12,1.77,0.51,1.80,0.60,0.66,0.66,1.80,0.51,0.37,0.74,0.54,0.66,0.74,0.00,2.92,2.92
TRBV06-9_01,1.81,1.73,1.77,2.76,0.34,1.73,1.88,1.60,1.73,1.82,0.35,0.34,0.17,0.32,1.74,1.88,1.77,1.81,1.72,1.73,1.73,1.82,1.89,1.89,0.32,1.73,0.57,1.73,1.89,1.89,1.89,0.00,1.81,1.82,1.91,1.73,1.87,1.82,1.77,1.82,0.32,0.32,1.74,1.73,0.29,1.81,0.17,1.73,0.26,0.34,0.35,1.77,1.73,1.81,1.73,0.32,1.73,1.77,1.89,0.34,1.82,1.59,1.76,1.81,1.88,0.17,0.29,1.73,1.82,0.00,0.34,0.26,1.76,1.79,0.38,1.74,1.77,1.74,0.34,1.77,0.34,1.74,1.81,1.82,1.81,1.77,1.89,0.35,1.91,1.73,1.89,1.73,0.28,1.72,1.73,0.32,0.17,1.73,0.17,1.89,1.60,1.88,1.87,1.82,1.81,1.77,1.73,1.82,1.81,0.00,1.89,1.89,1.77,1.73,0.17,1.73,0.34,1.89,1.82,1.82,0.34,1.73,1.79,1.89,1.80,1.82,1.89,1.81,2.92,2.92
TRBV05-4_02,0.74,2.02,0.74,2.65,1.89,2.02,0.65,0.66,2.02,0.34,1.82,1.89,1.85,1.89,0.63,0.65,0.74,0.74,0.66,2.02,2.02,0.34,0.00,0.28,1.89,2.02,1.95,0.70,0.00,0.28,0.00,1.89,0.74,0.34,0.44,2.02,0.42,0.29,0.57,0.29,1.89,1.89,0.63,2.02,1.94,0.74,1.85,0.70,1.76,1.89,1.82,0.74,0.70,0.74,2.02,1.93,0.70,0.74,0.00,1.89,0.34,0.67,0.41,0.74,0.65,1.81,1.94,2.02,0.34,1.89,1.89,1.76,0.41,0.79,1.79,0.63,0.74,0.63,1.89,0.57,1.89,0.63,0.74,0.29,0.74,0.74,0.00,1.82,0.44,2.02,0.00,0.70,1.84,0.66,2.02,1.89,1.85,2.02,1.85,0.00,0.66,0.65,0.42,0.34,0.74,0.57,2.02,0.34,0.74,1.89,0.00,0.24,0.74,2.02,1.85,0.70,1.89,0.24,0.34,0.34,1.89,0.70,0.79,0.00,0.43,0.34,0.00,0.74,2.92,2.92
TRBV05-8_02,0.60,1.96,0.59,2.52,1.88,1.96,0.54,0.54,1.96,0.32,1.82,1.88,1.85,1.88,0.53,0.54,0.59,0.60,0.57,1.96,1.96,0.32,0.24,0.15,1.88,1.96,1.92,0.57,0.24,0.15,0.24,1.89,0.60,0.32,0.43,1.96,0.29,0.36,0.44,0.36,1.88,1.88,0.53,1.96,1.93,0.60,1.85,0.57,1.76,1.88,1.82,0.59,0.57,0.60,1.96,1.93,0.57,0.59,0.24,1.88,0.32,0.57,0.31,0.60,0.54,1.81,1.93,1.96,0.32,1.89,1.88,1.76,0.31,0.65,1.79,0.53,0.59,0.53,1.88,0.44,1.88,0.53,0.60,0.36,0.60,0.59,0.24,1.82,0.43,1.96,0.24,0.57,1.84,0.57,1.96,1.88,1.85,1.96,1.85,0.24,0.54,0.54,0.29,0.32,0.60,0.44,1.96,0.32,0.60,1.89,0.24,0.00,0.59,1.96,1.85,0.57,1.88,0.00,0.32,0.32,1.88,0.57,0.65,0.24,0.28,0.32,0.24,0.60,2.92,2.92
TRBV07-9_05,0.36,1.89,0.00,2.47,1.77,1.89,0.47,0.32,1.89,0.60,1.78,1.77,1.73,1.77,0.36,0.47,0.00,0.36,0.38,1.89,1.89,0.60,0.74,0.54,1.77,1.89,1.74,0.43,0.74,0.54,0.74,1.77,0.36,0.60,0.70,1.89,0.50,0.87,0.33,0.87,1.77,1.77,0.36,1.89,1.79,0.36,1.73,0.43,1.68,1.77,1.78,0.00,0.43,0.36,1.89,1.83,0.43,0.00,0.74,1.77,0.60,0.29,0.55,0.36,0.47,1.71,1.79,1.89,0.60,1.77,1.77,1.68,0.55,0.16,1.73,0.36,0.00,0.36,1.77,0.33,1.77,0.36,0.36,0.87,0.36,0.00,0.74,1.78,0.70,1.89,0.74,0.43,1.72,0.38,1.89,1.77,1.73,1.89,1.73,0.74,0.32,0.47,0.50,0.60,0.36,0.33,1.89,0.60,0.36,1.77,0.74,0.59,0.00,1.89,1.73,0.43,1.77,0.59,0.60,0.60,1.77,0.43,0.16,0.74,0.46,0.60,0.74,0.36,2.92,2.92
TRBV20-1_07,2.12,0.00,1.89,2.92,1.82,0.00,2.16,1.57,0.00,2.00,1.81,1.82,1.75,1.76,1.90,2.16,1.89,2.12,1.88,0.00,0.00,2.00,2.02,2.04,1.76,0.00,1.65,1.91,2.02,2.04,2.02,1.73,2.12,2.00,2.17,0.00,1.98,1.55,1.92,1.55,1.76,1.76,1.90,0.00,1.69,2.12,1.75,1.91,1.76,1.82,1.81,1.89,1.91,2.12,0.00,1.79,1.91,1.89,2.02,1.82,2.00,1.47,1.88,2.12,2.16,1.77,1.69,0.00,2.00,1.73,1.82,1.76,1.88,1.91,1.82,1.90,1.89,1.90,1.82,1.92,1.82,1.90,2.12,1.55,2.12,1.89,2.02,1.81,2.17,0.00,2.02,1.91,1.83,1.88,0.00,1.76,1.75,0.00,1.75,2.02,1.57,2.16,1.98,2.00,2.12,1.92,0.00,2.00,2.12,1.73,2.02,1.96,1.89,0.00,1.75,1.91,1.82,1.96,2.00,2.00,1.82,1.91,1.91,2.02,1.88,2.00,2.02,2.12,2.92,2.92
TRBV06-6_05,1.77,1.75,1.73,2.72,0.27,1.75,1.83,1.50,1.75,1.78,0.34,0.27,0.00,0.26,1.71,1.83,1.73,1.77,1.69,1.75,1.75,1.78,1.85,1.84,0.26,1.75,0.50,1.69,1.85,1.84,1.85,0.17,1.77,1.78,1.85,1.75,1.82,1.73,1.72,1.73,0.26,0.26,1.71,1.75,0.30,1.77,0.00,1.69,0.22,0.27,0.34,1.73,1.69,1.77,1.75,0.29,1.69,1.73,1.85,0.27,1.78,1.51,1.71,1.77,1.83,0.14,0.30,1.75,1.78,0.17,0.27,0.22,1.71,1.75,0.34,1.71,1.73,1.71,0.27,1.72,0.27,1.71,1.77,1.73,1.77,1.73,1.85,0.34,1.85,1.75,1.85,1.69,0.25,1.69,1.75,0.26,0.00,1.75,0.00,1.85,1.50,1.83,1.82,1.78,1.77,1.72,1.75,1.78,1.77,0.17,1.85,1.85,1.73,1.75,0.00,1.69,0.27,1.85,1.78,1.78,0.27,1.69,1.75,1.85,1.76,1.78,1.85,1.77,2.92,2.92
TRBV11-3_01,0.51,1.91,0.43,2.44,1.72,1.91,0.48,0.24,1.91,0.49,1.72,1.72,1.69,1.76,0.19,0.48,0.43,0.51,0.25,1.91,1.91,0.49,0.70,0.55,1.76,1.91,1.77,0.00,0.70,0.55,0.70,1.73,0.51,0.49,0.78,1.91,0.50,0.81,0.21,0.81,1.76,1.76,0.19,1.91,1.78,0.51,1.69,0.00,1.62,1.72,1.72,0.43,0.00,0.51,1.91,1.77,0.00,0.43,0.70,1.72,0.49,0.00,0.39,0.51,0.48,1.66,1.78,1.91,0.49,1.73,1.72,1.62,0.39,0.43,1.69,0.19,0.43,0.19,1.72,0.21,1.72,0.19,0.51,0.81,0.51,0.43,0.70,1.72,0.78,1.91,0.70,0.00,1.68,0.25,1.91,1.76,1.69,1.91,1.69,0.70,0.24,0.48,0.50,0.49,0.51,0.21,1.91,0.49,0.51,1.73,0.70,0.57,0.43,1.91,1.69,0.00,1.72,0.57,0.49,0.49,1.72,0.00,0.43,0.70,0.35,0.49,0.70,0.51,2.92,2.92
